dead	2,3	bn:00100948a	Concept	[wn:00095280a]	http://babelnet.org/rdf/s00100948a	null	dead
injured	5,6	bn:00089751v	Concept	[wn:00069879v]	http://babelnet.org/rdf/s00089751v	null	injure
shooting	7,8	bn:00089349v	Concept	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null	shoot
Rd	10,11	bn:03096970n	Concept	[]	http://babelnet.org/rdf/s03096970n	http://dbpedia.org/resource/Rmdir	Rmdir
Chili	12,13	bn:00018370n	Concept	[wn:07721456n]	http://babelnet.org/rdf/s00018370n	null	chile
shooting	14,15	bn:00089349v	Concept	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null	shoot
Photo	16,17	bn:00032381n	Concept	[wn:03925226n]	http://babelnet.org/rdf/s00032381n	http://dbpedia.org/resource/Photograph	photograph
WHAS	18,19	bn:00999647n	Named Entity	[]	http://babelnet.org/rdf/s00999647n	http://dbpedia.org/resource/WHAS_(AM)	WHAS_(AM)
NEWLINE	20,21	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency	LF
LOUISVILLE , Ky.	21,24	bn:03407278n	Named Entity	[]	http://babelnet.org/rdf/s03407278n	http://dbpedia.org/resource/Louisville,_Kentucky	Louisville,_Kentucky
WHAS11	25,26	bn:01012106n	Named Entity	[]	http://babelnet.org/rdf/s01012106n	http://dbpedia.org/resource/WHAS-TV	WHAS-TV
Metro	28,29	bn:00053680n	Concept	[wn:04054213n]	http://babelnet.org/rdf/s00053680n	http://dbpedia.org/resource/Rapid_transit	rapid_transit
Police	29,30	bn:00022026n	Concept	[wn:08209687n]	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary	police
searching	31,32	bn:00087881v	Concept	[wn:00648224v]	http://babelnet.org/rdf/s00087881v	null	explore
suspects	33,34	bn:00025884n	Concept	[wn:09762101n]	http://babelnet.org/rdf/s00025884n	http://dbpedia.org/resource/Suspect	suspect
person	36,37	bn:00046516n	Concept	[wn:00007846n]	http://babelnet.org/rdf/s00046516n	http://dbpedia.org/resource/Individual	person
fatally	38,39	bn:00115341r	Concept	[wn:00506577r]	http://babelnet.org/rdf/s00115341r	null	fatally
shot	39,40	bn:00089349v	Concept	[wn:01137138v]	http://babelnet.org/rdf/s00089349v	null	shoot
injured	42,43	bn:00089751v	Concept	[wn:00069879v]	http://babelnet.org/rdf/s00089751v	null	injure
Chili	45,46	bn:00018370n	Concept	[wn:07721456n]	http://babelnet.org/rdf/s00018370n	null	chile
restaurant	47,48	bn:00029545n	Concept	[wn:04081281n]	http://babelnet.org/rdf/s00029545n	http://dbpedia.org/resource/Restaurant	restaurant
West Buechel	49,51	bn:00282140n	Named Entity	[]	http://babelnet.org/rdf/s00282140n	http://dbpedia.org/resource/West_Buechel,_Kentucky	West_Buechel,_Kentucky
NEWLINE	52,53	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency	LF
Police	53,54	bn:00022026n	Concept	[wn:08209687n]	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary	police
responded	54,55	bn:00092421v	Concept	[wn:00717358v]	http://babelnet.org/rdf/s00092421v	null	respond
block	58,59	bn:00011308n	Concept	[wn:02852523n]	http://babelnet.org/rdf/s00011308n	http://dbpedia.org/resource/Block_(district_subdivision)	block
Bardstown Road	60,62	bn:01623546n	Named Entity	[]	http://babelnet.org/rdf/s01623546n	http://dbpedia.org/resource/Bardstown_Road	Bardstown_Road
Hikes	63,64	bn:00044137n	Concept	[wn:00288970n]	http://babelnet.org/rdf/s00044137n	http://dbpedia.org/resource/Hiking	hiking
Lane	64,65	bn:00049899n	Concept	[wn:03640589n]	http://babelnet.org/rdf/s00049899n	null	lane
just	65,66	bn:00114626r	Concept	[wn:00004722r]	http://babelnet.org/rdf/s00114626r	null	just
p.m.	68,69	bn:00116519r	Concept	[wn:00251408r]	http://babelnet.org/rdf/s00116519r	null	P.M.
Saturday	69,70	bn:00068696n	Concept	[wn:15164570n]	http://babelnet.org/rdf/s00068696n	http://dbpedia.org/resource/Saturday	Saturday
NEWLINE	71,72	bn:00050913n	Concept	[wn:05057382n]	http://babelnet.org/rdf/s00050913n	http://dbpedia.org/resource/Low_frequency	LF
Police	72,73	bn:00022026n	Concept	[wn:08209687n]	http://babelnet.org/rdf/s00022026n	http://dbpedia.org/resource/Constabulary	police
